Date,Estimated Temperature,Estimated Precipitation
2019-08-15,27.978836234987423,2668.1104062896466
2019-09-15,27.78432548179871,2572.3335937353527
2019-10-15,27.303167302858203,1546.5600059996627
2019-11-15,26.166815007913595,712.4381753526364
2019-12-15,24.477642677590538,372.9015242892588
2020-01-15,24.60932874034075,252.59910380041129
2020-02-15,26.34525649380877,193.75565124461755
2020-03-15,28.520271855506937,532.2500109368849
2020-04-15,29.949859417186477,1038.0262485235207
2020-05-15,29.378024392514664,2207.4965158209857
2020-06-15,28.673441951401166,2441.714266072534
2020-07-15,28.193508984265897,2558.0138992181696
2020-08-15,27.907591471929983,3143.2114568555526
2020-09-15,27.71357601713062,3030.3800036247967
2020-10-15,27.233643049995344,1821.9505152835156
2020-11-15,26.10018434037799,839.2995394009088
2020-12-15,24.415313285541384,439.30278921810657
2021-01-15,24.14263103994041,267.2831165746927
2021-02-15,25.84563820873289,205.01899468154923
2021-03-15,27.979406014337584,563.1906035285516
2021-04-15,29.381882506284324,1098.3684685236458
2021-05-15,28.82089190950563,2335.822018761445
2021-06-15,28.129671352760443,2583.655242642602
2021-07-15,27.65883995903547,2706.715569999188
2021-08-15,27.378344660646114,3325.9316505946545
2021-09-15,27.188008565310486,3206.54111431232
2021-10-15,26.717177171585508,1927.8635776737563
2021-11-15,25.6052136672563,888.0894399690018
2021-12-15,23.95229494460478,464.840202738596
2022-01-15,24.03493157061726,338.6237236655438
2022-02-15,25.73034168140769,259.740668587392
2022-03-15,27.85459082022158,713.5119559524777
2022-04-15,29.250810911460754,1391.5342859464158
2022-05-15,28.692322874965086,2959.2768894249702
2022-06-15,28.0041858299972,3273.2593444118775
2022-07-15,27.53545479936691,3429.1657361773405
2022-08-15,27.256210781119073,4213.6569440468975
2022-09-15,27.066723768736615,4062.3998482585357
2022-10-15,26.59799273810632,2442.430153303877
2022-11-15,25.490989665766687,1125.1296264585117
2022-12-15,23.8454445582348,588.9108237661632
